UNITID,XSCUGRAD,SCUGRAD,XSCUGDGSK,SCUGDGSK,XSCUGNDGS,SCUGNDGS,XSCUGFFN,SCUGFFN,XSCUGFFP,SCUGFFP,XSCFA2,SCFA2,XSCFA2DG,SCFA2DG,XSCFA2ND,SCFA2ND,XSCFA1N,SCFA1N,XSCFA1P,SCFA1P,XSCFY2,SCFY2,XSCFY2DG,SCFY2DG,XSCFY2ND,SCFY2ND,XSCFY1N,SCFY1N,XSCFY1P,SCFY1P,XUAGRNTN,UAGRNTN,XUAGRNTP,UAGRNTP,XUAGRNTT,UAGRNTT,XUAGRNTA,UAGRNTA,XUDGAGRNTN,UDGAGRNTN,XUDGAGRNTP,UDGAGRNTP,XUDGAGRNTT,UDGAGRNTT,XUDGAGRNTA,UDGAGRNTA,XUNDAGRNTN,UNDAGRNTN,XUNDAGRNTP,UNDAGRNTP,XUNDAGRNTT,UNDAGRNTT,XUNDAGRNTA,UNDAGRNTA,XUPGRNTN,UPGRNTN,XUPGRNTP,UPGRNTP,XUPGRNTT,UPGRNTT,XUPGRNTA,UPGRNTA,XUDGPGRNTN,UDGPGRNTN,XUDGPGRNTP,UDGPGRNTP,XUDGPGRNTT,UDGPGRNTT,XUDGPGRNTA,UDGPGRNTA,XUNDPGRNTN,UNDPGRNTN,XUNDPGRNTP,UNDPGRNTP,XUNDPGRNTT,UNDPGRNTT,XUNDPGRNTA,UNDPGRNTA,XUFLOANN,UFLOANN,XUFLOANP,UFLOANP,XUFLOANT,UFLOANT,XUFLOANA,UFLOANA,XUDGFLOANN,UDGFLOANN,XUDGFLOANP,UDGFLOANP,XUDGFLOANT,UDGFLOANT,XUDGFLOANA,UDGFLOANA,XUNDFLOANN,UNDFLOANN,XUNDFLOANP,UNDFLOANP,XUNDFLOANT,UNDFLOANT,XUNDFLOANA,UNDFLOANA,XANYAIDN,ANYAIDN,XANYAIDP,ANYAIDP,XAIDFSIN,AIDFSIN,XAIDFSIP,AIDFSIP,XAGRNT_N,AGRNT_N,XAGRNT_P,AGRNT_P,XAGRNT_T,AGRNT_T,XAGRNT_A,AGRNT_A,XFGRNT_N,FGRNT_N,XFGRNT_P,FGRNT_P,XFGRNT_T,FGRNT_T,XFGRNT_A,FGRNT_A,XPGRNT_N,PGRNT_N,XPGRNT_P,PGRNT_P,XPGRNT_T,PGRNT_T,XPGRNT_A,PGRNT_A,XOFGRT_N,OFGRT_N,XOFGRT_P,OFGRT_P,XOFGRT_T,OFGRT_T,XOFGRT_A,OFGRT_A,XSGRNT_N,SGRNT_N,XSGRNT_P,SGRNT_P,XSGRNT_T,SGRNT_T,XSGRNT_A,SGRNT_A,XIGRNT_N,IGRNT_N,XIGRNT_P,IGRNT_P,XIGRNT_T,IGRNT_T,XIGRNT_A,IGRNT_A,XLOAN_N,LOAN_N,XLOAN_P,LOAN_P,XLOAN_T,LOAN_T,XLOAN_A,LOAN_A,XFLOAN_N,FLOAN_N,XFLOAN_P,FLOAN_P,XFLOAN_T,FLOAN_T,XFLOAN_A,FLOAN_A,XOLOAN_N,OLOAN_N,XOLOAN_P,OLOAN_P,XOLOAN_T,OLOAN_T,XOLOAN_A,OLOAN_A
371052,R,480,R,480,R,0,R,191,R,40,A,,A,,A,,A,,A,,R,480,R,480,R,0,R,191,R,40,R,403,R,84,R,2555693,R,6342,R,403,R,84,R,2555693,R,6342,R,0,Z,0,R,0,A,,R,400,R,83,R,2451466,R,6129,R,400,R,83,R,2451466,R,6129,R,0,Z,0,R,0,A,,R,334,R,70,R,2322285,R,6953,R,334,R,70,R,2322285,R,6953,R,0,Z,0,R,0,A,,R,183,R,96,R,183,R,96,R,178,R,93,R,1191578,R,6694,R,176,R,92,R,1145841,R,6510,R,176,R,92,R,1130141,R,6421,R,72,R,38,R,15700,R,218,R,2,R,1,R,1000,R,500,R,76,R,40,R,44737,R,589,R,166,R,87,R,1143766,R,6890,R,166,R,87,R,1143766,R,6890,R,0,R,0,R,0,A,
371690,R,1605,R,1605,R,0,R,659,R,41,A,,A,,A,,A,,A,,R,1605,R,1605,R,0,R,659,R,41,R,563,R,35,R,2730760,R,4850,R,563,R,35,R,2730760,R,4850,R,0,Z,0,R,0,A,,R,563,R,35,R,2730760,R,4850,R,563,R,35,R,2730760,R,4850,R,0,Z,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,Z,0,R,0,A,,R,561,R,85,R,561,R,85,R,561,R,85,R,2329742,R,4153,R,561,R,85,R,2329742,R,4153,R,561,R,85,R,2329742,R,4153,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,
371830,R,179,R,179,R,0,R,48,R,27,A,,A,,A,,A,,A,,R,179,R,179,R,0,R,48,R,27,R,131,R,73,R,623762,R,4762,R,131,R,73,R,623762,R,4762,R,0,Z,0,R,0,A,,R,130,R,73,R,605035,R,4654,R,130,R,73,R,605035,R,4654,R,0,Z,0,R,0,A,,R,107,R,60,R,577171,R,5394,R,107,R,60,R,577171,R,5394,R,0,Z,0,R,0,A,,R,34,R,71,R,34,R,71,R,34,R,71,R,213535,R,6280,R,34,R,71,R,206001,R,6059,R,34,R,71,R,203201,R,5977,R,8,R,17,R,2800,R,350,R,1,R,2,R,7534,R,7534,R,0,R,0,R,0,A,,R,29,R,60,R,186565,R,6433,R,29,R,60,R,186565,R,6433,R,0,R,0,R,0,A,
371928,R,200,R,112,R,88,R,90,R,45,A,,A,,A,,A,,A,,R,200,R,112,R,88,R,90,R,45,R,58,R,29,R,385272,R,6643,R,58,R,52,R,385272,R,6643,R,0,R,0,R,0,A,,R,52,R,26,R,375472,R,7221,R,52,R,46,R,375472,R,7221,R,0,R,0,R,0,A,,R,73,R,37,R,635409,R,8704,R,73,R,65,R,635409,R,8704,R,0,R,0,R,0,A,,R,63,R,70,R,63,R,70,R,49,R,54,R,293472,R,5989,R,49,R,54,R,293472,R,5989,R,49,R,54,R,293472,R,5989,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,61,R,68,R,565409,R,9269,R,61,R,68,R,565409,R,9269,R,0,R,0,R,0,A,
371964,R,775,R,775,R,0,R,338,R,44,A,,A,,A,,A,,A,,R,775,R,775,R,0,R,338,R,44,R,403,R,52,R,1888501,R,4686,R,403,R,52,R,1888501,R,4686,R,0,Z,0,R,0,A,,R,403,R,52,R,1888501,R,4686,R,403,R,52,R,1888501,R,4686,R,0,Z,0,R,0,A,,R,410,R,53,R,2998322,R,7313,R,410,R,53,R,2998322,R,7313,R,0,Z,0,R,0,A,,R,314,R,93,R,314,R,93,R,236,R,70,R,1080375,R,4578,R,236,R,70,R,1080375,R,4578,R,236,R,70,R,1080375,R,4578,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,304,R,90,R,3297229,R,10846,R,274,R,81,R,1954055,R,7132,R,265,R,78,R,1343174,R,5069
372028,R,144,R,144,R,0,R,76,R,53,A,,A,,A,,A,,A,,R,144,R,144,R,0,R,76,R,53,R,83,R,58,R,291399,R,3511,R,83,R,58,R,291399,R,3511,R,0,Z,0,R,0,A,,R,72,R,50,R,280275,R,3893,R,72,R,50,R,280275,R,3893,R,0,Z,0,R,0,A,,R,75,R,52,R,331939,R,4426,R,75,R,52,R,331939,R,4426,R,0,Z,0,R,0,A,,R,61,R,80,R,61,R,80,R,46,R,61,R,174898,R,3802,R,46,R,61,R,173348,R,3768,R,41,R,54,R,168548,R,4111,R,31,R,41,R,4800,R,155,R,1,R,1,R,1550,R,1550,R,0,R,0,R,0,A,,R,43,R,57,R,222327,R,5170,R,43,R,57,R,206926,R,4812,R,1,R,1,R,15401,R,15401
372073,R,246,R,246,R,0,R,85,R,35,A,,A,,A,,A,,A,,R,246,R,246,R,0,R,85,R,35,R,176,R,72,R,1034059,R,5875,R,176,R,72,R,1034059,R,5875,R,0,Z,0,R,0,A,,R,168,R,68,R,862395,R,5133,R,168,R,68,R,862395,R,5133,R,0,Z,0,R,0,A,,R,165,R,67,R,1658179,R,10050,R,165,R,67,R,1658179,R,10050,R,0,Z,0,R,0,A,,R,68,R,80,R,68,R,80,R,59,R,69,R,342126,R,5799,R,58,R,68,R,317288,R,5470,R,58,R,68,R,306988,R,5293,R,43,R,51,R,10300,R,240,R,1,R,1,R,3009,R,3009,R,8,R,9,R,21829,R,2729,R,55,R,65,R,548752,R,9977,R,55,R,65,R,548752,R,9977,R,0,R,0,R,0,A,
372082,R,136,R,103,R,33,R,59,R,43,A,,A,,A,,A,,A,,R,136,R,103,R,33,R,59,R,43,R,75,R,55,R,265998,R,3547,R,75,R,73,R,265998,R,3547,R,0,R,0,R,0,A,,R,51,R,38,R,212446,R,4166,R,51,R,50,R,212446,R,4166,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,46,R,78,R,46,R,78,R,46,R,78,R,185907,R,4041,R,34,R,58,R,147254,R,4331,R,34,R,58,R,147254,R,4331,R,0,R,0,R,0,A,,R,12,R,20,R,38653,R,3221,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,
372240,R,69,R,69,R,0,R,5,R,7,A,,A,,A,,A,,A,,R,69,R,69,R,0,R,5,R,7,R,48,R,70,R,289169,R,6024,R,48,R,70,R,289169,R,6024,R,0,Z,0,R,0,A,,R,48,R,70,R,242419,R,5050,R,48,R,70,R,242419,R,5050,R,0,Z,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,Z,0,R,0,A,,R,2,R,40,R,2,R,40,R,2,R,40,R,16190,R,8095,R,2,R,40,R,16190,R,8095,R,2,R,40,R,14790,R,7395,R,1,R,20,R,1400,R,1400,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,
372329,R,727,R,727,R,0,R,348,R,48,A,,A,,A,,A,,A,,R,727,R,727,R,0,R,348,R,48,R,579,R,80,R,5472129,R,9451,R,579,R,80,R,5472129,R,9451,R,0,Z,0,R,0,A,,R,520,R,72,R,1690520,R,3251,R,520,R,72,R,1690520,R,3251,R,0,Z,0,R,0,A,,R,536,R,74,R,3797560,R,7085,R,536,R,74,R,3797560,R,7085,R,0,Z,0,R,0,A,,R,305,R,88,R,300,R,86,R,202,R,58,R,491843,R,2435,R,158,R,45,R,389221,R,2463,R,143,R,41,R,386386,R,2702,R,15,R,4,R,2835,R,189,R,61,R,18,R,55022,R,902,R,68,R,20,R,47600,R,700,R,192,R,55,R,1373568,R,7154,R,192,R,55,R,1373568,R,7154,R,0,R,0,R,0,A,
372356,R,315,R,315,R,0,R,84,R,27,A,,A,,A,,A,,A,,R,315,R,315,R,0,R,84,R,27,R,222,R,70,R,1006942,R,4536,R,222,R,70,R,1006942,R,4536,R,0,Z,0,R,0,A,,R,208,R,66,R,971498,R,4671,R,208,R,66,R,971498,R,4671,R,0,Z,0,R,0,A,,R,264,R,84,R,1941356,R,7354,R,264,R,84,R,1941356,R,7354,R,0,Z,0,R,0,A,,R,77,R,92,R,77,R,92,R,60,R,71,R,332474,R,5541,R,54,R,64,R,323474,R,5990,R,54,R,64,R,323474,R,5990,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,6,R,7,R,9000,R,1500,R,73,R,87,R,603575,R,8268,R,73,R,87,R,603575,R,8268,R,0,R,0,R,0,A,
372462,R,143,R,143,R,0,R,32,R,22,A,,A,,A,,A,,A,,R,143,R,143,R,0,R,32,R,22,R,65,R,45,R,324719,R,4996,R,65,R,45,R,324719,R,4996,R,0,Z,0,R,0,A,,R,65,R,45,R,324719,R,4996,R,65,R,45,R,324719,R,4996,R,0,Z,0,R,0,A,,R,47,R,33,R,277859,R,5912,R,47,R,33,R,277859,R,5912,R,0,Z,0,R,0,A,,R,24,R,75,R,24,R,75,R,23,R,72,R,131088,R,5699,R,23,R,72,R,131088,R,5699,R,23,R,72,R,131088,R,5699,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,21,R,66,R,127571,R,6075,R,21,R,66,R,127571,R,6075,R,0,R,0,R,0,A,
372921,R,495,R,495,R,0,R,66,R,13,R,495,R,495,R,0,R,66,R,13,A,,A,,A,,A,,A,,R,388,R,78,R,2383281,R,6142,R,388,R,78,R,2383281,R,6142,R,0,Z,0,R,0,A,,R,381,R,77,R,2277448,R,5978,R,381,R,77,R,2277448,R,5978,R,0,Z,0,R,0,A,,R,348,R,70,R,2572869,R,7393,R,348,R,70,R,2572869,R,7393,R,0,Z,0,R,0,A,,R,60,R,91,R,60,R,91,R,58,R,88,R,450235,R,7763,R,57,R,86,R,429488,R,7535,R,57,R,86,R,418013,R,7334,R,30,R,45,R,11475,R,383,R,1,R,2,R,7000,R,7000,R,31,R,47,R,13747,R,443,R,47,R,71,R,344134,R,7322,R,47,R,71,R,341134,R,7258,R,1,R,2,R,3000,R,3000
373085,R,57,R,57,R,0,R,31,R,54,A,,A,,A,,A,,A,,R,57,R,57,R,0,R,31,R,54,R,38,R,67,R,188924,R,4972,R,38,R,67,R,188924,R,4972,R,0,Z,0,R,0,A,,R,38,R,67,R,188924,R,4972,R,38,R,67,R,188924,R,4972,R,0,Z,0,R,0,A,,R,38,R,67,R,246136,R,6477,R,38,R,67,R,246136,R,6477,R,0,Z,0,R,0,A,,R,26,R,84,R,26,R,84,R,23,R,74,R,116544,R,5067,R,23,R,74,R,116544,R,5067,R,23,R,74,R,116544,R,5067,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,25,R,81,R,190429,R,7617,R,25,R,81,R,167798,R,6712,R,7,R,23,R,22631,R,3233
373216,R,265,R,265,R,0,R,83,R,31,A,,A,,A,,A,,A,,R,265,R,265,R,0,R,83,R,31,R,95,R,36,R,613773,R,6461,R,95,R,36,R,613773,R,6461,R,0,Z,0,R,0,A,,R,95,R,36,R,613773,R,6461,R,95,R,36,R,613773,R,6461,R,0,Z,0,R,0,A,,R,115,R,43,R,1077147,R,9366,R,115,R,43,R,1077147,R,9366,R,0,Z,0,R,0,A,,R,65,R,78,R,65,R,78,R,64,R,77,R,414112,R,6471,R,64,R,77,R,414112,R,6471,R,64,R,77,R,414112,R,6471,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,65,R,78,R,84833,R,1305,R,65,R,78,R,9833,R,151,R,10,R,12,R,75000,R,7500
373456,R,35,R,35,R,0,R,21,R,60,A,,A,,A,,A,,A,,R,35,R,35,R,0,R,21,R,60,R,35,R,100,R,237225,R,6778,R,35,R,100,R,237225,R,6778,R,0,Z,0,R,0,A,,R,35,R,100,R,237225,R,6778,R,35,R,100,R,237225,R,6778,R,0,Z,0,R,0,A,,R,35,R,100,R,199500,R,5700,R,35,R,100,R,199500,R,5700,R,0,Z,0,R,0,A,,R,21,R,100,R,21,R,100,R,21,R,100,R,144795,R,6895,R,21,R,100,R,144795,R,6895,R,21,R,100,R,144795,R,6895,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,21,R,100,R,189596,R,9028,R,21,R,100,R,189596,R,9028,R,0,R,0,R,0,A,
373526,R,575,R,575,R,0,R,475,R,83,A,,A,,A,,A,,A,,R,575,R,575,R,0,R,475,R,83,R,456,R,79,R,2564448,R,5624,R,456,R,79,R,2564448,R,5624,R,0,Z,0,R,0,A,,R,421,R,73,R,1778203,R,4224,R,421,R,73,R,1778203,R,4224,R,0,Z,0,R,0,A,,R,442,R,77,R,2305605,R,5216,R,442,R,77,R,2305605,R,5216,R,0,Z,0,R,0,A,,R,452,R,95,R,420,R,88,R,392,R,83,R,2253110,R,5748,R,379,R,80,R,1695010,R,4472,R,361,R,76,R,1524115,R,4222,R,80,R,17,R,170895,R,2136,R,79,R,17,R,505600,R,6400,R,93,R,20,R,52500,R,565,R,394,R,83,R,2355079,R,5977,R,378,R,80,R,1946355,R,5149,R,235,R,49,R,408724,R,1739
373678,R,268,R,268,R,0,R,53,R,20,A,,A,,A,,A,,A,,R,268,R,268,R,0,R,53,R,20,R,114,R,43,R,891294,R,7818,R,114,R,43,R,891294,R,7818,R,0,Z,0,R,0,A,,R,100,R,37,R,610007,R,6100,R,100,R,37,R,610007,R,6100,R,0,Z,0,R,0,A,,R,45,R,17,R,344364,R,7653,R,45,R,17,R,344364,R,7653,R,0,Z,0,R,0,A,,R,51,R,96,R,50,R,94,R,44,R,83,R,336868,R,7656,R,43,R,81,R,301268,R,7006,R,41,R,77,R,296168,R,7224,R,17,R,32,R,5100,R,300,R,1,R,2,R,16300,R,16300,R,3,R,6,R,19300,R,6433,R,28,R,53,R,250536,R,8948,R,18,R,34,R,138387,R,7688,R,16,R,30,R,112149,R,7009
373696,R,188,R,188,R,0,R,35,R,19,A,,A,,A,,A,,A,,R,188,R,188,R,0,R,35,R,19,R,98,R,52,R,577374,R,5892,R,98,R,52,R,577374,R,5892,R,0,Z,0,R,0,A,,R,97,R,52,R,543708,R,5605,R,97,R,52,R,543708,R,5605,R,0,Z,0,R,0,A,,R,107,R,57,R,745646,R,6969,R,107,R,57,R,745646,R,6969,R,0,Z,0,R,0,A,,R,29,R,83,R,29,R,83,R,28,R,80,R,176607,R,6307,R,28,R,80,R,166107,R,5932,R,28,R,80,R,160507,R,5732,R,18,R,51,R,5600,R,311,R,1,R,3,R,7500,R,7500,R,6,R,17,R,3000,R,500,R,27,R,77,R,174071,R,6447,R,27,R,77,R,172317,R,6382,R,4,R,11,R,1754,R,439
373711,R,85,R,85,R,0,R,30,R,35,A,,A,,A,,A,,A,,R,85,R,85,R,0,R,30,R,35,R,46,R,54,R,360495,R,7837,R,46,R,54,R,360495,R,7837,R,0,Z,0,R,0,A,,R,38,R,45,R,230040,R,6054,R,38,R,45,R,230040,R,6054,R,0,Z,0,R,0,A,,R,57,R,67,R,426443,R,7481,R,57,R,67,R,426443,R,7481,R,0,Z,0,R,0,A,,R,26,R,87,R,24,R,80,R,17,R,57,R,101270,R,5957,R,17,R,57,R,96365,R,5669,R,17,R,57,R,96365,R,5669,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,1,R,3,R,4905,R,4905,R,19,R,63,R,144856,R,7624,R,17,R,57,R,112566,R,6622,R,3,R,10,R,32290,R,10763
373784,R,1161,R,1161,R,0,R,584,R,50,A,,A,,A,,A,,A,,R,1161,R,1161,R,0,R,584,R,50,R,824,R,71,R,4059387,R,4926,R,824,R,71,R,4059387,R,4926,R,0,Z,0,R,0,A,,R,791,R,68,R,3800665,R,4805,R,791,R,68,R,3800665,R,4805,R,0,Z,0,R,0,A,,R,641,R,55,R,3852951,R,6011,R,641,R,55,R,3852951,R,6011,R,0,Z,0,R,0,A,,R,502,R,86,R,502,R,86,R,474,R,81,R,2409251,R,5083,R,448,R,77,R,2261450,R,5048,R,448,R,77,R,2243100,R,5007,R,61,R,10,R,18350,R,301,R,22,R,4,R,125026,R,5683,R,92,R,16,R,22775,R,248,R,421,R,72,R,2756080,R,6547,R,409,R,70,R,2510509,R,6138,R,134,R,23,R,245571,R,1833
374316,R,116,R,116,R,0,R,20,R,17,A,,A,,A,,A,,A,,R,116,R,116,R,0,R,20,R,17,R,99,R,85,R,570145,R,5759,R,99,R,85,R,570145,R,5759,R,0,Z,0,R,0,A,,R,99,R,85,R,570145,R,5759,R,99,R,85,R,570145,R,5759,R,0,Z,0,R,0,A,,R,79,R,68,R,605251,R,7661,R,79,R,68,R,605251,R,7661,R,0,Z,0,R,0,A,,R,18,R,90,R,18,R,90,R,18,R,90,R,97987,R,5444,R,18,R,90,R,97987,R,5444,R,18,R,90,R,97987,R,5444,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,17,R,85,R,132998,R,7823,R,17,R,85,R,132998,R,7823,R,0,R,0,R,0,A,
374343,R,98,R,98,R,0,R,33,R,34,A,,A,,A,,A,,A,,R,98,R,98,R,0,R,33,R,34,R,67,R,68,R,349284,R,5213,R,67,R,68,R,349284,R,5213,R,0,Z,0,R,0,A,,R,67,R,68,R,349284,R,5213,R,67,R,68,R,349284,R,5213,R,0,Z,0,R,0,A,,R,35,R,36,R,139556,R,3987,R,35,R,36,R,139556,R,3987,R,0,Z,0,R,0,A,,R,29,R,88,R,29,R,88,R,27,R,82,R,156387,R,5792,R,27,R,82,R,156387,R,5792,R,27,R,82,R,156387,R,5792,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,14,R,42,R,53413,R,3815,R,14,R,42,R,53413,R,3815,R,0,R,0,R,0,A,
374574,R,1284,R,1284,R,0,R,602,R,47,A,,A,,A,,A,,A,,R,1284,R,1284,R,0,R,602,R,47,R,1196,R,93,R,5343095,R,4467,R,1196,R,93,R,5343095,R,4467,R,0,Z,0,R,0,A,,R,934,R,73,R,3691534,R,3952,R,934,R,73,R,3691534,R,3952,R,0,Z,0,R,0,A,,R,1047,R,82,R,6539391,R,6246,R,1047,R,82,R,6539391,R,6246,R,0,Z,0,R,0,A,,R,592,R,98,R,592,R,98,R,592,R,98,R,3461840,R,5848,R,592,R,98,R,2520930,R,4258,R,589,R,98,R,2419430,R,4108,R,103,R,17,R,101500,R,985,R,0,R,0,R,0,A,,R,532,R,88,R,940910,R,1769,R,534,R,89,R,3628197,R,6794,R,534,R,89,R,3628197,R,6794,R,0,R,0,R,0,A,
374592,R,67,R,67,R,0,R,67,R,100,A,,A,,A,,A,,A,,R,67,R,67,R,0,R,67,R,100,R,67,R,100,R,377525,R,5635,R,67,R,100,R,377525,R,5635,R,0,Z,0,R,0,A,,R,50,R,75,R,286674,R,5733,R,50,R,75,R,286674,R,5733,R,0,Z,0,R,0,A,,R,15,R,22,R,86807,R,5787,R,15,R,22,R,86807,R,5787,R,0,Z,0,R,0,A,,R,67,R,100,R,67,R,100,R,67,R,100,R,377525,R,5635,R,50,R,75,R,286674,R,5733,R,50,R,75,R,286674,R,5733,R,0,R,0,R,0,A,,R,35,R,52,R,90851,R,2596,R,0,R,0,R,0,A,,R,15,R,22,R,86807,R,5787,R,15,R,22,R,86807,R,5787,R,0,R,0,R,0,A,
375230,R,229,R,229,R,0,R,39,R,17,R,229,R,229,R,0,R,39,R,17,A,,A,,A,,A,,A,,R,210,R,92,R,1877959,R,8943,R,210,R,92,R,1877959,R,8943,R,0,Z,0,R,0,A,,R,210,R,92,R,1461620,R,6960,R,210,R,92,R,1461620,R,6960,R,0,Z,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,Z,0,R,0,A,,R,38,R,97,R,38,R,97,R,38,R,97,R,393048,R,10343,R,38,R,97,R,277039,R,7291,R,38,R,97,R,272360,R,7167,R,3,R,8,R,4679,R,1560,R,25,R,64,R,116009,R,4640,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,
375373,R,204,R,204,R,0,R,0,R,0,A,,A,,A,,A,,A,,R,204,R,204,R,0,R,0,Z,0,R,150,R,74,R,495476,R,3303,R,150,R,74,R,495476,R,3303,R,0,Z,0,R,0,A,,R,49,R,24,R,225733,R,4607,R,49,R,24,R,225733,R,4607,R,0,Z,0,R,0,A,,R,50,R,25,R,318971,R,6379,R,50,R,25,R,318971,R,6379,R,0,Z,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
375407,R,137,R,137,R,0,R,58,R,42,A,,A,,A,,A,,A,,R,137,R,137,R,0,R,58,R,42,R,123,R,90,R,453896,R,3690,R,123,R,90,R,453896,R,3690,R,0,Z,0,R,0,A,,R,43,R,31,R,191274,R,4448,R,43,R,31,R,191274,R,4448,R,0,Z,0,R,0,A,,R,29,R,21,R,128391,R,4427,R,29,R,21,R,128391,R,4427,R,0,Z,0,R,0,A,,R,51,R,88,R,51,R,88,R,51,R,88,R,181854,R,3566,R,23,R,40,R,93073,R,4047,R,15,R,26,R,75633,R,5042,R,8,R,14,R,17440,R,2180,R,42,R,72,R,88281,R,2102,R,1,R,2,R,500,R,500,R,8,R,14,R,38892,R,4862,R,8,R,14,R,38892,R,4862,R,0,R,0,R,0,A,
375416,R,133,R,133,R,0,R,49,R,37,R,133,R,133,R,0,R,49,R,37,A,,A,,A,,A,,A,,R,92,R,69,R,450595,R,4898,R,92,R,69,R,450595,R,4898,R,0,Z,0,R,0,A,,R,90,R,68,R,420928,R,4677,R,90,R,68,R,420928,R,4677,R,0,Z,0,R,0,A,,R,54,R,41,R,361224,R,6689,R,54,R,41,R,361224,R,6689,R,0,Z,0,R,0,A,,R,45,R,92,R,45,R,92,C,45,C,92,R,251099,C,5580,C,45,C,92,R,227057,C,5046,C,45,C,92,R,227057,C,5046,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,28,R,57,R,24042,R,859,R,39,R,80,R,274055,R,7027,R,38,R,78,R,250982,R,6605,R,8,R,16,R,23073,R,2884
375568,R,156,R,156,R,0,R,32,R,21,A,,A,,A,,A,,A,,R,156,R,156,R,0,R,32,R,21,R,121,R,78,R,404147,R,3340,R,121,R,78,R,404147,R,3340,R,0,Z,0,R,0,A,,R,33,R,21,R,163398,R,4951,R,33,R,21,R,163398,R,4951,R,0,Z,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,Z,0,R,0,A,,R,0,R,0,R,0,R,0,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,
375656,R,194,R,34,R,160,R,15,R,8,A,,A,,A,,A,,A,,R,194,R,34,R,160,R,15,R,8,R,26,R,13,R,130526,R,5020,R,24,R,71,R,129336,R,5389,R,2,R,1,R,1190,R,595,R,15,R,8,R,91248,R,6083,R,15,R,44,R,91248,R,6083,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,10,R,67,R,9,R,60,R,9,R,60,R,52292,R,5810,R,5,R,33,R,36276,R,7255,R,5,R,33,R,36276,R,7255,R,0,R,0,R,0,A,,R,4,R,27,R,2200,R,550,R,7,R,47,R,13816,R,1974,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,
375683,R,934,R,251,R,683,R,85,R,9,A,,A,,A,,A,,A,,R,934,R,251,R,683,R,85,R,9,R,174,R,19,R,737910,R,4241,R,174,R,69,R,737910,R,4241,R,0,R,0,R,0,A,,R,88,R,9,R,558997,R,6352,R,88,R,35,R,558997,R,6352,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,52,R,61,R,44,R,52,R,44,R,52,R,242989,R,5522,R,24,R,28,R,172653,R,7194,R,24,R,28,R,172653,R,7194,R,0,R,0,R,0,A,,R,3,R,4,R,4186,R,1395,R,33,R,39,R,66150,R,2005,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,
