UNITID,EFDELEV,XEFDETOT,EFDETOT,XEFDEEXC,EFDEEXC,XEFDESOM,EFDESOM,XEFDENON,EFDENON,XEFDEEX1,EFDEEX1,XEFDEEX2,EFDEEX2,XEFDEEX3,EFDEEX3,XEFDEEX4,EFDEEX4,XEFDEEX5,EFDEEX5
219259,2,R,3169,R,1231,R,684,R,1254,R,1035,R,134,R,0,R,62,R,0
219259,3,R,1273,R,171,R,602,R,500,R,139,R,8,R,0,R,24,R,0
219259,11,R,1896,R,1060,R,82,R,754,R,896,R,126,R,0,R,38,R,0
219259,12,R,539,R,405,R,51,R,83,R,365,R,6,R,0,R,34,R,0
219277,1,R,1188,R,495,R,461,R,232,R,486,R,9,R,0,R,0,R,0
219277,2,R,1139,R,447,R,460,R,232,R,439,R,8,R,0,R,0,R,0
219277,3,R,1097,R,417,R,456,R,224,R,410,R,7,R,0,R,0,R,0
219277,11,R,42,R,30,R,4,R,8,R,29,R,1,R,0,R,0,R,0
219277,12,R,49,R,48,R,1,R,0,R,47,R,1,R,0,R,0,R,0
219347,1,R,2576,R,129,R,404,R,2043,R,62,R,49,Z,0,R,18,R,0
219347,2,R,2216,R,51,R,377,R,1788,R,36,R,9,Z,0,R,6,R,0
219347,3,R,2071,R,12,R,372,R,1687,R,9,R,3,Z,0,Z,0,R,0
219347,11,R,145,R,39,R,5,R,101,R,27,R,6,Z,0,R,6,R,0
219347,12,R,360,R,78,R,27,R,255,R,26,R,40,Z,0,R,12,R,0
219356,1,R,12056,R,2300,R,4028,R,5728,R,1977,R,317,Z,0,R,4,R,2
219356,2,R,10719,R,1980,R,3831,R,4908,R,1769,R,207,Z,0,R,2,R,2
219356,3,R,9198,R,590,R,3795,R,4813,R,458,R,129,Z,0,R,2,R,1
219356,11,R,1521,R,1390,R,36,R,95,R,1311,R,78,Z,0,R,0,R,1
219356,12,R,1337,R,320,R,197,R,820,R,208,R,110,Z,0,R,2,R,0
219374,1,R,592,R,291,R,301,R,0,R,250,R,41,R,0,R,0,R,0
219374,2,R,515,R,245,R,270,R,0,R,211,R,34,R,0,R,0,R,0
219374,3,R,487,R,243,R,244,R,0,R,209,R,34,R,0,R,0,R,0
219374,11,R,28,R,2,R,26,R,0,R,2,R,0,R,0,R,0,R,0
219374,12,R,77,R,46,R,31,R,0,R,39,R,7,R,0,R,0,R,0
219383,1,R,1450,R,152,R,783,R,515,R,102,R,49,R,0,R,1,R,0
219383,2,R,1241,R,42,R,720,R,479,R,26,R,15,R,0,R,1,R,0
219383,3,R,1218,R,31,R,718,R,469,R,22,R,9,R,0,R,0,R,0
219383,11,R,23,R,11,R,2,R,10,R,4,R,6,R,0,R,1,R,0
219383,12,R,209,R,110,R,63,R,36,R,76,R,34,R,0,R,0,R,0
219392,1,R,28,A,,A,,R,28,A,,A,,A,,A,,A,
219392,2,R,28,A,,A,,R,28,A,,A,,A,,A,,A,
219392,3,R,28,A,,A,,R,28,A,,A,,A,,A,,A,
219408,1,R,206,R,0,R,104,R,102,A,,A,,A,,A,,A,
219408,2,R,206,R,0,R,104,R,102,A,,A,,A,,A,,A,
219408,3,R,194,R,0,R,104,R,90,A,,A,,A,,A,,A,
219408,11,R,12,R,0,R,0,R,12,A,,A,,A,,A,,A,
219426,1,R,2659,R,519,R,623,R,1517,R,481,R,34,R,4,R,0,R,0
219426,2,R,2659,R,519,R,623,R,1517,R,481,R,34,R,4,R,0,R,0
219426,3,R,2310,R,370,R,590,R,1350,R,334,R,32,R,4,R,0,R,0
219426,11,R,349,R,149,R,33,R,167,R,147,R,2,R,0,R,0,R,0
219453,1,R,133,A,,A,,R,133,A,,A,,A,,A,,A,
219453,2,R,133,A,,A,,R,133,A,,A,,A,,A,,A,
219453,3,R,133,A,,A,,R,133,A,,A,,A,,A,,A,
219471,1,R,10619,R,3777,R,3110,R,3732,R,3029,R,714,R,4,R,30,R,0
219471,2,R,7619,R,2435,R,2584,R,2600,R,2146,R,278,R,2,R,9,R,0
219471,3,R,5439,R,464,R,2547,R,2428,R,334,R,128,Z,0,R,2,R,0
219471,11,R,2180,R,1971,R,37,R,172,R,1812,R,150,R,2,R,7,R,0
219471,12,R,3000,R,1342,R,526,R,1132,R,883,R,436,R,2,R,21,R,0
219480,1,R,1164,R,281,R,262,R,621,R,273,R,8,R,0,R,0,R,0
219480,2,R,1164,R,281,R,262,R,621,R,273,R,8,R,0,R,0,R,0
219480,3,R,753,R,125,R,225,R,403,R,118,R,7,R,0,R,0,R,0
219480,11,R,411,R,156,R,37,R,218,R,155,R,1,R,0,R,0,R,0
219505,1,R,46,R,0,R,0,R,46,A,,A,,A,,A,,A,
219505,2,R,46,R,0,R,0,R,46,A,,A,,A,,A,,A,
219505,3,R,46,R,0,R,0,R,46,A,,A,,A,,A,,A,
219587,1,R,63,A,,A,,R,63,A,,A,,A,,A,,A,
219587,2,R,63,A,,A,,R,63,A,,A,,A,,A,,A,
219587,3,R,63,A,,A,,R,63,A,,A,,A,,A,,A,
219596,1,R,366,R,0,R,0,R,366,A,,A,,A,,A,,A,
219596,2,R,366,R,0,R,0,R,366,A,,A,,A,,A,,A,
219596,3,R,205,R,0,R,0,R,205,A,,A,,A,,A,,A,
219596,11,R,161,R,0,R,0,R,161,A,,A,,A,,A,,A,
219602,1,R,10439,R,2718,R,3403,R,4318,R,2245,R,457,R,0,R,15,R,1
219602,2,R,8926,R,1642,R,3234,R,4050,R,1289,R,341,R,0,R,11,R,1
219602,3,R,7560,R,1401,R,3069,R,3090,R,1074,R,315,R,0,R,11,R,1
219602,11,R,1366,R,241,R,165,R,960,R,215,R,26,R,0,Z,0,R,0
219602,12,R,1513,R,1076,R,169,R,268,R,956,R,116,R,0,R,4,R,0
219639,1,R,891,R,100,R,358,R,433,R,59,R,41,R,0,R,0,R,0
219639,2,R,782,R,95,R,345,R,342,R,56,R,39,R,0,R,0,R,0
219639,3,R,770,R,95,R,345,R,330,R,56,R,39,R,0,R,0,R,0
219639,11,R,12,R,0,R,0,R,12,A,,A,,A,,A,,A,
219639,12,R,109,R,5,R,13,R,91,R,3,R,2,R,0,R,0,R,0
219709,1,R,8803,R,141,R,3322,R,5340,R,108,R,32,Z,0,R,1,R,0
219709,2,R,7175,R,38,R,3166,R,3971,R,23,R,15,Z,0,Z,0,R,0
219709,3,R,7137,R,37,R,3164,R,3936,R,22,R,15,Z,0,Z,0,R,0
219709,11,R,38,R,1,R,2,R,35,R,1,Z,0,Z,0,Z,0,R,0
219709,12,R,1628,R,103,R,156,R,1369,R,85,R,17,Z,0,R,1,R,0
219718,1,R,2936,R,1295,R,604,R,1037,R,1186,R,104,R,3,R,2,R,0
219718,2,R,2674,R,1145,R,604,R,925,R,1061,R,80,R,3,R,1,R,0
219718,3,R,1547,R,500,R,535,R,512,R,422,R,75,R,3,R,0,R,0
219718,11,R,1127,R,645,R,69,R,413,R,639,R,5,R,0,R,1,R,0
219718,12,R,262,R,150,R,0,R,112,R,125,R,24,R,0,R,1,R,0
219790,1,R,1701,R,793,R,193,R,715,R,668,R,124,R,0,R,1,R,0
219790,2,R,1565,R,657,R,193,R,715,R,568,R,89,R,0,R,0,R,0
219790,3,R,814,R,145,R,148,R,521,R,105,R,40,R,0,R,0,R,0
219790,11,R,751,R,512,R,45,R,194,R,463,R,49,R,0,R,0,R,0
219790,12,R,136,R,136,R,0,R,0,R,100,R,35,R,0,R,1,R,0
219806,1,R,2669,R,852,R,787,R,1030,R,580,R,272,R,0,R,0,R,0
219806,2,R,1596,R,58,R,609,R,929,R,53,R,5,R,0,R,0,R,0
219806,3,R,1387,R,51,R,602,R,734,R,47,R,4,R,0,R,0,R,0
219806,11,R,209,R,7,R,7,R,195,R,6,R,1,R,0,R,0,R,0
219806,12,R,1073,R,794,R,178,R,101,R,527,R,267,R,0,R,0,R,0
219824,1,R,7623,R,1807,R,2320,R,3496,R,1646,R,152,R,5,R,4,R,0
219824,2,R,7623,R,1807,R,2320,R,3496,R,1646,R,152,R,5,R,4,R,0
219824,3,R,5284,R,1343,R,1901,R,2040,R,1197,R,140,R,2,R,4,R,0
219824,11,R,2339,R,464,R,419,R,1456,R,449,R,12,R,3,R,0,R,0
219833,1,R,1772,R,47,R,953,R,772,R,40,R,5,R,2,Z,0,R,0
219833,2,R,1155,R,19,R,567,R,569,R,17,R,2,Z,0,Z,0,R,0
219833,3,R,905,R,17,R,554,R,334,R,15,R,2,Z,0,Z,0,R,0
219833,11,R,250,R,2,R,13,R,235,R,2,Z,0,Z,0,Z,0,R,0
219833,12,R,617,R,28,R,386,R,203,R,23,R,3,R,2,Z,0,R,0
219842,1,R,517,R,465,R,39,R,13,R,56,R,301,R,0,R,108,R,0
219842,2,R,89,R,85,R,1,R,3,R,4,R,80,R,0,R,1,R,0
219842,11,R,89,R,85,R,1,R,3,R,4,R,80,R,0,R,1,R,0
219842,12,R,428,R,380,R,38,R,10,R,52,R,221,R,0,R,107,R,0
219851,1,R,101,A,,A,,R,101,A,,A,,A,,A,,A,
219851,2,R,101,A,,A,,R,101,A,,A,,A,,A,,A,
219851,3,R,101,A,,A,,R,101,A,,A,,A,,A,,A,
219879,1,R,3282,R,592,R,1080,R,1610,R,576,R,12,R,0,R,1,R,3
219879,2,R,3282,R,592,R,1080,R,1610,R,576,R,12,R,0,R,1,R,3
219879,3,R,1975,R,394,R,959,R,622,R,381,R,11,R,0,R,1,R,1
219879,11,R,1307,R,198,R,121,R,988,R,195,R,1,R,0,R,0,R,2
219888,1,R,5712,R,1432,R,1818,R,2462,R,1412,R,8,R,3,R,9,R,0
219888,2,R,5712,R,1432,R,1818,R,2462,R,1412,R,8,R,3,R,9,R,0
219888,3,R,3897,R,717,R,1680,R,1500,R,708,R,6,R,2,R,1,R,0
219888,11,R,1815,R,715,R,138,R,962,R,704,R,2,R,1,R,8,R,0
219903,1,R,517,Z,0,R,517,R,0,A,,A,,A,,A,,A,
219903,2,R,517,Z,0,R,517,R,0,A,,A,,A,,A,,A,
219903,3,R,517,Z,0,R,517,R,0,A,,A,,A,,A,,A,
219949,1,R,3457,R,400,R,1350,R,1707,R,363,R,35,R,0,R,2,R,0
219949,2,R,2745,R,170,R,883,R,1692,R,164,R,6,R,0,R,0,R,0
219949,3,R,2104,R,88,R,777,R,1239,R,82,R,6,R,0,R,0,R,0
219949,11,R,641,R,82,R,106,R,453,R,82,R,0,R,0,R,0,R,0
219949,12,R,712,R,230,R,467,R,15,R,199,R,29,R,0,R,2,R,0
219976,1,R,5017,R,616,R,2176,R,2225,R,502,R,114,R,0,R,0,R,0
219976,2,R,3336,R,96,R,1709,R,1531,R,78,R,18,R,0,R,0,R,0
219976,3,R,2997,R,83,R,1697,R,1217,R,65,R,18,R,0,R,0,R,0
219976,11,R,339,R,13,R,12,R,314,R,13,R,0,R,0,R,0,R,0
219976,12,R,1681,R,520,R,467,R,694,R,424,R,96,Z,0,Z,0,R,0
219994,1,R,1628,A,,A,,R,1628,A,,A,,A,,A,,A,
219994,2,R,1628,A,,A,,R,1628,A,,A,,A,,A,,A,
219994,3,R,714,A,,A,,R,714,A,,A,,A,,A,,A,
219994,11,R,914,A,,A,,R,914,A,,A,,A,,A,,A,
220057,1,R,3296,R,1182,R,772,R,1342,R,1154,R,26,R,0,R,2,R,0
220057,2,R,3296,R,1182,R,772,R,1342,R,1154,R,26,R,0,R,2,R,0
220057,3,R,2103,R,819,R,601,R,683,R,793,R,24,R,0,R,2,R,0
220057,11,R,1193,R,363,R,171,R,659,R,361,R,2,R,0,R,0,R,0
220075,1,R,13728,R,2762,R,6586,R,4380,R,2219,R,530,R,0,R,13,R,0
220075,2,R,10829,R,1659,R,6258,R,2912,R,1389,R,266,R,0,R,4,R,0
220075,3,R,10004,R,1210,R,6126,R,2668,R,955,R,251,R,0,R,4,R,0
220075,11,R,825,R,449,R,132,R,244,R,434,R,15,R,0,R,0,R,0
220075,12,R,2899,R,1103,R,328,R,1468,R,830,R,264,R,0,R,9,R,0
220118,1,R,252,R,0,R,54,R,198,A,,A,,A,,A,,A,
220118,2,R,252,R,0,R,54,R,198,A,,A,,A,,A,,A,
220118,3,R,252,R,0,R,54,R,198,A,,A,,A,,A,,A,
220127,1,R,1850,R,21,Z,0,R,1829,R,19,R,2,Z,0,Z,0,R,0
220127,2,R,1850,R,21,Z,0,R,1829,R,19,R,2,Z,0,Z,0,R,0
220127,3,R,546,R,18,Z,0,R,528,R,16,R,2,Z,0,Z,0,R,0
220127,11,R,1304,R,3,Z,0,R,1301,R,3,Z,0,Z,0,Z,0,R,0
220163,1,R,82,A,,A,,R,82,A,,A,,A,,A,,A,
220163,2,R,82,A,,A,,R,82,A,,A,,A,,A,,A,
220163,3,R,82,A,,A,,R,82,A,,A,,A,,A,,A,
220181,1,R,1059,R,0,R,10,R,1049,A,,A,,A,,A,,A,
220181,2,R,1035,R,0,R,10,R,1025,A,,A,,A,,A,,A,
220181,3,R,1035,R,0,R,10,R,1025,A,,A,,A,,A,,A,
220181,12,R,24,A,,A,,R,24,A,,A,,A,,A,,A,
220206,1,R,389,R,63,R,73,R,253,R,21,R,32,R,0,R,10,R,0
220206,2,R,350,R,41,R,62,R,247,R,13,R,19,R,0,R,9,R,0
220206,3,R,226,R,41,R,62,R,123,R,13,R,19,R,0,R,9,R,0
220206,11,R,124,Z,0,Z,0,R,124,A,,A,,A,,A,,A,
220206,12,R,39,R,22,R,11,R,6,R,8,R,13,R,0,R,1,R,0
220215,1,R,2306,R,528,R,365,R,1413,R,386,R,142,R,0,R,0,R,0
220215,2,R,1873,R,167,R,327,R,1379,R,118,R,49,R,0,R,0,R,0
220215,3,R,1212,R,121,R,320,R,771,R,87,R,34,R,0,R,0,R,0
220215,11,R,661,R,46,R,7,R,608,R,31,R,15,R,0,R,0,R,0
220215,12,R,433,R,361,R,38,R,34,R,268,R,93,R,0,R,0,R,0
220251,1,R,729,A,,A,,R,729,A,,A,,A,,A,,A,
220251,2,R,729,A,,A,,R,729,A,,A,,A,,A,,A,
220251,3,R,246,A,,A,,R,246,A,,A,,A,,A,,A,
220251,11,R,483,A,,A,,R,483,A,,A,,A,,A,,A,
220279,1,R,1014,A,,A,,R,1014,A,,A,,A,,A,,A,
220279,2,R,1014,A,,A,,R,1014,A,,A,,A,,A,,A,
220279,3,R,247,A,,A,,R,247,A,,A,,A,,A,,A,
220279,11,R,767,A,,A,,R,767,A,,A,,A,,A,,A,
220321,1,R,2416,Z,0,R,2254,R,162,A,,A,,A,,A,,A,
220321,2,R,2416,Z,0,R,2254,R,162,A,,A,,A,,A,,A,
220321,3,R,346,Z,0,R,346,R,0,A,,A,,A,,A,,A,
220321,11,R,2070,Z,0,R,1908,R,162,A,,A,,A,,A,,A,
220394,1,R,455,A,,A,,R,455,A,,A,,A,,A,,A,
220394,2,R,455,A,,A,,R,455,A,,A,,A,,A,,A,
220394,3,R,231,A,,A,,R,231,A,,A,,A,,A,,A,
220394,11,R,224,A,,A,,R,224,A,,A,,A,,A,,A,
220400,1,R,3518,R,1413,R,1181,R,924,R,1394,R,13,R,5,R,1,R,0
220400,2,R,3518,R,1413,R,1181,R,924,R,1394,R,13,R,5,R,1,R,0
220400,3,R,2511,R,937,R,887,R,687,R,920,R,12,R,4,R,1,R,0
220400,11,R,1007,R,476,R,294,R,237,R,474,R,1,R,1,R,0,R,0
220464,1,R,166,R,139,R,0,R,27,R,104,R,35,R,0,R,0,R,0
220464,2,R,166,R,139,R,0,R,27,R,104,R,35,R,0,R,0,R,0
220464,3,R,166,R,139,R,0,R,27,R,104,R,35,R,0,R,0,R,0
220473,1,R,978,R,239,R,196,R,543,R,68,R,158,Z,0,R,13,R,0
220473,2,R,746,R,96,R,191,R,459,R,33,R,61,Z,0,R,2,R,0
220473,3,R,743,R,95,R,190,R,458,R,33,R,60,Z,0,R,2,R,0
220473,11,R,3,R,1,R,1,R,1,Z,0,R,1,Z,0,Z,0,R,0
220473,12,R,232,R,143,R,5,R,84,R,35,R,97,Z,0,R,11,R,0
220491,1,R,201,A,,A,,R,201,A,,A,,A,,A,,A,
220491,2,R,201,A,,A,,R,201,A,,A,,A,,A,,A,
220491,3,R,201,A,,A,,R,201,A,,A,,A,,A,,A,
220516,1,R,1157,R,469,R,294,R,394,R,320,R,148,Z,0,R,1,R,0
220516,2,R,964,R,362,R,242,R,360,R,252,R,109,Z,0,R,1,R,0
220516,3,R,908,R,354,R,230,R,324,R,247,R,106,Z,0,R,1,R,0
220516,11,R,56,R,8,R,12,R,36,R,5,R,3,Z,0,Z,0,R,0
220516,12,R,193,R,107,R,52,R,34,R,68,R,39,Z,0,Z,0,R,0
220552,1,R,11557,R,6092,R,3004,R,2461,R,1840,R,4238,R,9,R,5,R,0
220552,2,R,8782,R,5083,R,2047,R,1652,R,1685,R,3393,Z,0,R,5,R,0
220552,3,R,8745,R,5051,R,2044,R,1650,R,1669,R,3377,Z,0,R,5,R,0
220552,11,R,37,R,32,R,3,R,2,R,16,R,16,Z,0,Z,0,R,0
220552,12,R,2775,R,1009,R,957,R,809,R,155,R,845,R,9,Z,0,R,0
220598,1,R,738,R,17,R,380,R,341,R,11,R,6,R,0,R,0,R,0
220598,2,R,738,R,17,R,380,R,341,R,11,R,6,R,0,R,0,R,0
220598,3,R,736,R,17,R,380,R,339,R,11,R,6,R,0,R,0,R,0
220598,11,R,2,R,0,R,0,R,2,A,,A,,A,,A,,A,
220604,1,R,659,R,0,R,70,R,589,A,,A,,A,,A,,A,
220604,2,R,659,R,0,R,70,R,589,A,,A,,A,,A,,A,
220604,3,R,581,R,0,R,70,R,511,A,,A,,A,,A,,A,
220604,11,R,78,R,0,R,0,R,78,A,,A,,A,,A,,A,
220613,1,R,3714,R,358,R,401,R,2955,R,98,R,258,Z,0,R,2,R,0
220613,2,R,3271,R,316,R,350,R,2605,R,78,R,237,Z,0,R,1,R,0
220613,3,R,2617,R,316,R,350,R,1951,R,78,R,237,Z,0,R,1,R,0
220613,11,R,654,R,0,R,0,R,654,A,,A,,A,,A,,A,
220613,12,R,443,R,42,R,51,R,350,R,20,R,21,Z,0,R,1,R,0
220631,1,R,6081,R,567,R,1287,R,4227,R,333,R,215,R,15,R,3,R,1
220631,2,R,1668,R,97,R,1046,R,525,R,65,R,29,R,0,R,3,R,0
220631,3,R,1572,R,87,R,1005,R,480,R,56,R,28,R,0,R,3,R,0
220631,11,R,96,R,10,R,41,R,45,R,9,R,1,Z,0,Z,0,R,0
220631,12,R,4413,R,470,R,241,R,3702,R,268,R,186,R,15,Z,0,R,1
220640,1,R,1055,A,,A,,R,1055,A,,A,,A,,A,,A,
220640,2,R,1055,A,,A,,R,1055,A,,A,,A,,A,,A,
220640,3,R,340,A,,A,,R,340,A,,A,,A,,A,,A,
220640,11,R,715,A,,A,,R,715,A,,A,,A,,A,,A,
220701,1,R,1046,R,113,R,500,R,433,R,103,R,10,R,0,R,0,R,0
220701,2,R,1012,R,92,R,495,R,425,R,88,R,4,R,0,R,0,R,0
220701,3,R,864,R,77,R,485,R,302,R,73,R,4,R,0,R,0,R,0
220701,11,R,148,R,15,R,10,R,123,R,15,R,0,R,0,R,0,R,0
220701,12,R,34,R,21,R,5,R,8,R,15,R,6,R,0,R,0,R,0
220710,1,R,1136,R,1,R,27,R,1108,R,1,Z,0,Z,0,Z,0,R,0
220710,2,R,1132,R,1,R,27,R,1104,R,1,Z,0,Z,0,Z,0,R,0
220710,3,R,1005,R,1,R,27,R,977,R,1,Z,0,Z,0,Z,0,R,0
220710,11,R,127,Z,0,Z,0,R,127,A,,A,,A,,A,,A,
220710,12,R,4,Z,0,Z,0,R,4,A,,A,,A,,A,,A,
220756,1,R,155,A,,A,,R,155,A,,A,,A,,A,,A,
220756,2,R,155,A,,A,,R,155,A,,A,,A,,A,,A,
220756,3,R,95,A,,A,,R,95,A,,A,,A,,A,,A,
220756,11,R,60,A,,A,,R,60,A,,A,,A,,A,,A,
220765,1,R,300,A,,A,,R,300,A,,A,,A,,A,,A,
220765,2,R,300,A,,A,,R,300,A,,A,,A,,A,,A,
220765,3,R,300,A,,A,,R,300,A,,A,,A,,A,,A,
220792,1,R,1226,A,,A,,R,1226,A,,A,,A,,A,,A,
220792,12,R,1226,A,,A,,R,1226,A,,A,,A,,A,,A,
220853,1,R,1960,A,,A,,R,1960,A,,A,,A,,A,,A,
220853,2,R,1960,A,,A,,R,1960,A,,A,,A,,A,,A,
220853,3,R,1391,A,,A,,R,1391,A,,A,,A,,A,,A,
220853,11,R,569,A,,A,,R,569,A,,A,,A,,A,,A,
220862,1,R,20276,R,5051,R,7430,R,7795,R,3904,R,1115,R,7,R,25,R,0
220862,2,R,15770,R,3381,R,6448,R,5941,R,2633,R,737,R,2,R,9,R,0
220862,3,R,12701,R,2970,R,6044,R,3687,R,2250,R,709,R,2,R,9,R,0
220862,11,R,3069,R,411,R,404,R,2254,R,383,R,28,Z,0,Z,0,R,0
220862,12,R,4506,R,1670,R,982,R,1854,R,1271,R,378,R,5,R,16,R,0
220871,1,R,157,R,16,R,57,R,84,R,11,R,5,R,0,R,0,R,0
220871,12,R,157,R,16,R,57,R,84,R,11,R,5,R,0,R,0,R,0
220978,1,R,20488,R,3076,R,8644,R,8768,R,2944,R,123,R,0,R,9,R,0
220978,2,R,18042,R,2030,R,8185,R,7827,R,1965,R,61,R,0,R,4,R,0
220978,3,R,16301,R,1767,R,8049,R,6485,R,1702,R,61,R,0,R,4,R,0
220978,11,R,1741,R,263,R,136,R,1342,R,263,R,0,R,0,R,0,R,0
220978,12,R,2446,R,1046,R,459,R,941,R,979,R,62,R,0,R,5,R,0
220996,1,R,319,R,121,R,198,R,0,R,25,R,96,R,0,R,0,R,0
220996,12,R,319,R,121,R,198,R,0,R,25,R,96,R,0,R,0,R,0
221050,1,R,749,A,,A,,R,749,A,,A,,A,,A,,A,
221050,2,R,749,A,,A,,R,749,A,,A,,A,,A,,A,
221050,3,R,642,A,,A,,R,642,A,,A,,A,,A,,A,
221050,11,R,107,A,,A,,R,107,A,,A,,A,,A,,A,
221096,1,R,5980,R,2148,R,1812,R,2020,R,2105,R,14,R,0,Z,0,R,29
221096,2,R,5980,R,2148,R,1812,R,2020,R,2105,R,14,R,0,Z,0,R,29
221096,3,R,3962,R,1363,R,1563,R,1036,R,1327,R,9,R,0,Z,0,R,27
221096,11,R,2018,R,785,R,249,R,984,R,778,R,5,R,0,Z,0,R,2
221102,1,R,928,A,,A,,R,928,A,,A,,A,,A,,A,
221102,2,R,928,A,,A,,R,928,A,,A,,A,,A,,A,
221102,3,R,709,A,,A,,R,709,A,,A,,A,,A,,A,
221102,11,R,219,A,,A,,R,219,A,,A,,A,,A,,A,
221148,1,R,967,A,,A,,R,967,A,,A,,A,,A,,A,
221148,2,R,967,A,,A,,R,967,A,,A,,A,,A,,A,
221148,3,R,967,A,,A,,R,967,A,,A,,A,,A,,A,
221184,1,R,7533,R,2098,R,2404,R,3031,R,2072,R,21,Z,0,R,2,R,3
221184,2,R,7533,R,2098,R,2404,R,3031,R,2072,R,21,Z,0,R,2,R,3
221184,3,R,5653,R,1471,R,2192,R,1990,R,1456,R,11,Z,0,R,2,R,2
221184,11,R,1880,R,627,R,212,R,1041,R,616,R,10,Z,0,Z,0,R,1
221236,1,R,2284,A,,A,,R,2284,A,,A,,A,,A,,A,
221236,2,R,2284,A,,A,,R,2284,A,,A,,A,,A,,A,
221236,3,R,717,A,,A,,R,717,A,,A,,A,,A,,A,
221236,11,R,1567,A,,A,,R,1567,A,,A,,A,,A,,A,
221281,1,R,278,A,,A,,R,278,A,,A,,A,,A,,A,
221281,2,R,278,A,,A,,R,278,A,,A,,A,,A,,A,
221281,3,R,180,A,,A,,R,180,A,,A,,A,,A,,A,
221281,11,R,98,A,,A,,R,98,A,,A,,A,,A,,A,
221333,1,R,742,A,,A,,R,742,A,,A,,A,,A,,A,
221333,2,R,742,A,,A,,R,742,A,,A,,A,,A,,A,
221333,3,R,246,A,,A,,R,246,A,,A,,A,,A,,A,
221333,11,R,496,A,,A,,R,496,A,,A,,A,,A,,A,
221351,1,R,1861,A,,A,,R,1861,A,,A,,A,,A,,A,
221351,2,R,1838,A,,A,,R,1838,A,,A,,A,,A,,A,
221351,3,R,1836,A,,A,,R,1836,A,,A,,A,,A,,A,
221351,11,R,2,A,,A,,R,2,A,,A,,A,,A,,A,
221351,12,R,23,A,,A,,R,23,A,,A,,A,,A,,A,
221397,1,R,5002,R,1128,R,1734,R,2140,R,1120,R,6,R,1,R,1,R,0
221397,2,R,5002,R,1128,R,1734,R,2140,R,1120,R,6,R,1,R,1,R,0
221397,3,R,3250,R,841,R,1450,R,959,R,834,R,5,R,1,R,1,R,0
221397,11,R,1752,R,287,R,284,R,1181,R,286,R,1,R,0,R,0,R,0
221430,1,R,1659,R,0,R,0,R,1659,A,,A,,A,,A,,A,
221430,2,R,1659,R,0,R,0,R,1659,A,,A,,A,,A,,A,
221430,3,R,388,R,0,R,0,R,388,A,,A,,A,,A,,A,
221430,11,R,1271,R,0,R,0,R,1271,A,,A,,A,,A,,A,
221485,1,R,7004,R,2403,R,1905,R,2696,R,2314,R,87,Z,0,R,2,R,0
221485,2,R,7004,R,2403,R,1905,R,2696,R,2314,R,87,Z,0,R,2,R,0
221485,3,R,5047,R,1646,R,1790,R,1611,R,1569,R,75,Z,0,R,2,R,0
221485,11,R,1957,R,757,R,115,R,1085,R,745,R,12,Z,0,Z,0,R,0
221494,1,R,623,A,,A,,R,623,A,,A,,A,,A,,A,
221494,2,R,623,A,,A,,R,623,A,,A,,A,,A,,A,
221494,3,R,412,A,,A,,R,412,A,,A,,A,,A,,A,
221494,11,R,211,A,,A,,R,211,A,,A,,A,,A,,A,
221519,1,R,1724,R,10,R,0,R,1714,Z,0,R,9,Z,0,R,1,R,0
221519,2,R,1644,A,,A,,R,1644,A,,A,,A,,A,,A,
221519,3,R,1607,A,,A,,R,1607,A,,A,,A,,A,,A,
221519,11,R,37,A,,A,,R,37,A,,A,,A,,A,,A,
221519,12,R,80,R,10,R,0,R,70,Z,0,R,9,Z,0,R,1,R,0
221582,1,R,559,A,,A,,R,559,A,,A,,A,,A,,A,
221582,2,R,559,A,,A,,R,559,A,,A,,A,,A,,A,
221582,3,R,171,A,,A,,R,171,A,,A,,A,,A,,A,
221582,11,R,388,A,,A,,R,388,A,,A,,A,,A,,A,
221591,1,R,768,A,,A,,R,768,A,,A,,A,,A,,A,
221591,2,R,768,A,,A,,R,768,A,,A,,A,,A,,A,
221591,3,R,360,A,,A,,R,360,A,,A,,A,,A,,A,
221591,11,R,408,A,,A,,R,408,A,,A,,A,,A,,A,
221607,1,R,812,Z,0,R,4,R,808,A,,A,,A,,A,,A,
221607,2,R,812,Z,0,R,4,R,808,A,,A,,A,,A,,A,
221607,3,R,302,Z,0,R,4,R,298,A,,A,,A,,A,,A,
221607,11,R,510,Z,0,Z,0,R,510,A,,A,,A,,A,,A,
221616,1,R,3117,A,,A,,R,3117,A,,A,,A,,A,,A,
221616,2,R,3117,A,,A,,R,3117,A,,A,,A,,A,,A,
221616,3,R,563,A,,A,,R,563,A,,A,,A,,A,,A,
221616,11,R,2554,A,,A,,R,2554,A,,A,,A,,A,,A,
221625,1,R,1581,A,,A,,R,1581,A,,A,,A,,A,,A,
221625,2,R,1581,A,,A,,R,1581,A,,A,,A,,A,,A,
221625,3,R,887,A,,A,,R,887,A,,A,,A,,A,,A,
221625,11,R,694,A,,A,,R,694,A,,A,,A,,A,,A,
221643,1,R,9399,R,2252,R,2974,R,4173,R,2189,R,52,R,0,R,11,R,0
221643,2,R,9399,R,2252,R,2974,R,4173,R,2189,R,52,R,0,R,11,R,0
221643,3,R,6715,R,1142,R,2666,R,2907,R,1119,R,20,R,0,R,3,R,0
